hgnc_symbol,gene_biotype,ensembl_gene_id,GO_category,kegg,Cluster,Core,DEG
COX6B1,protein_coding,ENSG00000126267,Mitochondrial energy production,kegg,AD_cluster1,non core,Down-regulated
RHOJ,protein_coding,ENSG00000126785,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ARMCX1,protein_coding,ENSG00000126947,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TMEM35A,protein_coding,ENSG00000126950,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TIMM8A,protein_coding,ENSG00000126953,Others,No_kegg,AD_cluster1,non core,non DEG
METTL16,protein_coding,ENSG00000127804,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
RNF6,protein_coding,ENSG00000127870,intracellular trafficking,No_kegg,AD_cluster1,non core,non DEG
RASL11B,protein_coding,ENSG00000128045,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
YWHAH,protein_coding,ENSG00000128245,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
RFPL1,protein_coding,ENSG00000128250,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
DNAJB9,protein_coding,ENSG00000128590,No enriched GO,No_kegg,AD_cluster1,core,non DEG
NDUFA5,protein_coding,ENSG00000128609,Mitochondrial energy production,kegg,AD_cluster1,core,Down-regulated
CHN1,protein_coding,ENSG00000128656,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GAD1,protein_coding,ENSG00000128683,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
ORMDL1,protein_coding,ENSG00000128699,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SNRPN,protein_coding,ENSG00000128739,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TMOD2,protein_coding,ENSG00000128872,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ARPP19,protein_coding,ENSG00000128989,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
THAP10,protein_coding,ENSG00000129028,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ANAPC13,protein_coding,ENSG00000129055,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CDKN2D,protein_coding,ENSG00000129355,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
CDO1,protein_coding,ENSG00000129596,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
REEP5,protein_coding,ENSG00000129625,"intracellular trafficking,Synapse signaling",No_kegg,AD_cluster1,non core,non DEG
LATS1,protein_coding,ENSG00000131023,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ATP6V1E1,protein_coding,ENSG00000131100,"intracellular trafficking,Mitochondrial energy production,Synapse signaling",No_kegg,AD_cluster1,non core,Down-regulated
COX7B,protein_coding,ENSG00000131174,Mitochondrial energy production,kegg,AD_cluster1,non core,Down-regulated
PPT1,protein_coding,ENSG00000131238,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
RLIM,protein_coding,ENSG00000131263,No enriched GO,No_kegg,AD_cluster1,core,non DEG
MRPS25,protein_coding,ENSG00000131368,gene expression,No_kegg,AD_cluster1,non core,non DEG
KIF3A,protein_coding,ENSG00000131437,No enriched GO,No_kegg,AD_cluster1,core,non DEG
NDFIP1,protein_coding,ENSG00000131507,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PPFIA1,protein_coding,ENSG00000131626,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PEX11B,protein_coding,ENSG00000131779,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PDHA1,protein_coding,ENSG00000131828,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
ZNF304,protein_coding,ENSG00000131845,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ACTR10,protein_coding,ENSG00000131966,No enriched GO,No_kegg,AD_cluster1,core,non DEG
MRPL35,protein_coding,ENSG00000132313,gene expression,No_kegg,AD_cluster1,non core,non DEG
COQ3,protein_coding,ENSG00000132423,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SEC61G,protein_coding,ENSG00000132432,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GRSF1,protein_coding,ENSG00000132463,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SNAP25,protein_coding,ENSG00000132639,Synapse signaling,No_kegg,AD_cluster1,non core,non DEG
POLR3F,protein_coding,ENSG00000132664,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
RIN2,protein_coding,ENSG00000132669,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SYT4,protein_coding,ENSG00000132872,Synapse signaling,No_kegg,AD_cluster1,non core,non DEG
DCTN4,protein_coding,ENSG00000132912,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GPR12,protein_coding,ENSG00000132975,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
DSTYK,protein_coding,ENSG00000133059,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CCNA1,protein_coding,ENSG00000133101,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
BEX2,protein_coding,ENSG00000133134,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
BEX1,protein_coding,ENSG00000133169,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
RTN3,protein_coding,ENSG00000133318,"intracellular trafficking,Synapse signaling",kegg,AD_cluster1,non core,non DEG
MED10,protein_coding,ENSG00000133398,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MKRN1,protein_coding,ENSG00000133606,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
IMPA1,protein_coding,ENSG00000133731,No enriched GO,No_kegg,AD_cluster1,core,non DEG
LOXL2,protein_coding,ENSG00000134013,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
IER3IP1,protein_coding,ENSG00000134049,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MRPS36,protein_coding,ENSG00000134056,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
CCNB1,protein_coding,ENSG00000134057,Mitochondrial energy production,No_kegg,AD_cluster1,core,non DEG
IAH1,protein_coding,ENSG00000134330,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
LDHA,protein_coding,ENSG00000134333,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
NAV1,protein_coding,ENSG00000134369,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TIMM17A,protein_coding,ENSG00000134375,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
NARS1,protein_coding,ENSG00000134440,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
BTF3L4,protein_coding,ENSG00000134717,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
RFK,protein_coding,ENSG00000135002,Mitochondrial energy production,No_kegg,AD_cluster1,core,Down-regulated
C9orf40,protein_coding,ENSG00000135045,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ISCA1,protein_coding,ENSG00000135070,No enriched GO,No_kegg,AD_cluster1,core,non DEG
FBXO21,protein_coding,ENSG00000135108,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
FAM186B,protein_coding,ENSG00000135436,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CCT7,protein_coding,ENSG00000135624,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MRPL44,protein_coding,ENSG00000135900,gene expression,No_kegg,AD_cluster1,non core,non DEG
COX5B,protein_coding,ENSG00000135940,Mitochondrial energy production,kegg,AD_cluster1,non core,Down-regulated
ISCU,protein_coding,ENSG00000136003,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
FLNB,protein_coding,ENSG00000136068,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CKAP2,protein_coding,ENSG00000136108,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TTC5,protein_coding,ENSG00000136319,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TM6SF1,protein_coding,ENSG00000136404,No enriched GO,No_kegg,AD_cluster1,core,non DEG
NDUFB5,protein_coding,ENSG00000136521,Mitochondrial energy production,kegg,AD_cluster1,core,Down-regulated
MRPL47,protein_coding,ENSG00000136522,gene expression,No_kegg,AD_cluster1,non core,non DEG
GAD2,protein_coding,ENSG00000136750,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TXN,protein_coding,ENSG00000136810,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MRPL50,protein_coding,ENSG00000136897,gene expression,No_kegg,AD_cluster1,non core,non DEG
RANBP6,protein_coding,ENSG00000137040,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TPMT,protein_coding,ENSG00000137364,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
FAM8A1,protein_coding,ENSG00000137414,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GGH,protein_coding,ENSG00000137563,No enriched GO,No_kegg,AD_cluster1,core,non DEG
TUBGCP4,protein_coding,ENSG00000137822,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
RSL24D1,protein_coding,ENSG00000137876,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ACTR2,protein_coding,ENSG00000138071,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PREPL,protein_coding,ENSG00000138078,Synapse signaling,No_kegg,AD_cluster1,core,non DEG
SLC3A1,protein_coding,ENSG00000138079,No enriched GO,No_kegg,AD_cluster1,core,non DEG
SMARCAL1,protein_coding,ENSG00000138375,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
METTL5,protein_coding,ENSG00000138382,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SSB,protein_coding,ENSG00000138385,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
COPS4,protein_coding,ENSG00000138663,No enriched GO,No_kegg,AD_cluster1,core,non DEG
G3BP2,protein_coding,ENSG00000138757,No enriched GO,No_kegg,AD_cluster1,core,non DEG
GABARAPL1,protein_coding,ENSG00000139112,Mitochondrial energy production,No_kegg,AD_cluster1,non core,Down-regulated
YARS2,protein_coding,ENSG00000139131,gene expression,No_kegg,AD_cluster1,core,non DEG
ETFBKMT,protein_coding,ENSG00000139160,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
NDUFA9,protein_coding,ENSG00000139180,Mitochondrial energy production,kegg,AD_cluster1,core,non DEG
GLIPR1,protein_coding,ENSG00000139278,No enriched GO,No_kegg,AD_cluster1,core,non DEG
MTMR6,protein_coding,ENSG00000139505,No enriched GO,No_kegg,AD_cluster1,core,non DEG
SKIC8,protein_coding,ENSG00000140395,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
UQCRC2,protein_coding,ENSG00000140740,Mitochondrial energy production,kegg,AD_cluster1,non core,non DEG
GALNS,protein_coding,ENSG00000141012,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
COPS3,protein_coding,ENSG00000141030,No enriched GO,No_kegg,AD_cluster1,core,non DEG
KSR1,protein_coding,ENSG00000141068,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CLTC,protein_coding,ENSG00000141367,No enriched GO,No_kegg,AD_cluster1,core,non DEG
PTRH2,protein_coding,ENSG00000141378,No enriched GO,No_kegg,AD_cluster1,core,non DEG
AFG3L2,protein_coding,ENSG00000141385,Others,No_kegg,AD_cluster1,non core,non DEG
IMPA2,protein_coding,ENSG00000141401,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
C18orf21,protein_coding,ENSG00000141428,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ADCYAP1,protein_coding,ENSG00000141433,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
C1orf216,protein_coding,ENSG00000142686,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
LMO4,protein_coding,ENSG00000143013,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PSMA5,protein_coding,ENSG00000143106,No enriched GO,kegg,AD_cluster1,non core,non DEG
ATP1B1,protein_coding,ENSG00000143153,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
TIPRL,protein_coding,ENSG00000143155,No enriched GO,No_kegg,AD_cluster1,core,non DEG
MPC2,protein_coding,ENSG00000143158,No enriched GO,No_kegg,AD_cluster1,core,non DEG
MGST3,protein_coding,ENSG00000143198,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CASQ1,protein_coding,ENSG00000143318,Synapse signaling,No_kegg,AD_cluster1,non core,non DEG
MRPL9,protein_coding,ENSG00000143436,gene expression,No_kegg,AD_cluster1,non core,non DEG
ACP1,protein_coding,ENSG00000143727,No enriched GO,No_kegg,AD_cluster1,core,non DEG
CALM2,protein_coding,ENSG00000143933,No enriched GO,kegg,AD_cluster1,core,non DEG
CIAO1,protein_coding,ENSG00000144021,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SLC20A1,protein_coding,ENSG00000144136,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
LNPK,protein_coding,ENSG00000144320,"intracellular trafficking,Synapse signaling",No_kegg,AD_cluster1,non core,non DEG
ARL6IP5,protein_coding,ENSG00000144746,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ABHD10,protein_coding,ENSG00000144827,No enriched GO,No_kegg,AD_cluster1,core,non DEG
TAGLN3,protein_coding,ENSG00000144834,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
BOC,protein_coding,ENSG00000144857,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SRPRB,protein_coding,ENSG00000144867,No enriched GO,No_kegg,AD_cluster1,core,non DEG
ENOPH1,protein_coding,ENSG00000145293,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PIK3R1,protein_coding,ENSG00000145675,No enriched GO,kegg,AD_cluster1,non core,non DEG
ABRACL,protein_coding,ENSG00000146386,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
VIP,protein_coding,ENSG00000146469,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
PURB,protein_coding,ENSG00000146676,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CCT6A,protein_coding,ENSG00000146731,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TRIM4,protein_coding,ENSG00000146833,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ZNF711,protein_coding,ENSG00000147180,No enriched GO,No_kegg,AD_cluster1,core,Down-regulated
ATP6V1B2,protein_coding,ENSG00000147416,"intracellular trafficking,Mitochondrial energy production,Synapse signaling",No_kegg,AD_cluster1,core,Down-regulated
POLR2K,protein_coding,ENSG00000147669,No enriched GO,No_kegg,AD_cluster1,core,non DEG
GBGT1,protein_coding,ENSG00000148288,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GSTO1,protein_coding,ENSG00000148834,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
EIF3M,protein_coding,ENSG00000149100,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GRIK4,protein_coding,ENSG00000149403,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TMEM138,protein_coding,ENSG00000149483,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
DSN1,protein_coding,ENSG00000149636,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
DLAT,protein_coding,ENSG00000150768,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
OXSM,protein_coding,ENSG00000151093,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
EIF4E,protein_coding,ENSG00000151247,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
NDUFC2,protein_coding,ENSG00000151366,Mitochondrial energy production,kegg,AD_cluster1,non core,Down-regulated
CDC123,protein_coding,ENSG00000151465,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
THYN1,protein_coding,ENSG00000151500,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SLC25A4,protein_coding,ENSG00000151729,"Apoptosis,intracellular trafficking,Mitochondrial energy production,Others",kegg,AD_cluster1,non core,non DEG
ATP5F1A,protein_coding,ENSG00000152234,Mitochondrial energy production,kegg,AD_cluster1,non core,non DEG
UHMK1,protein_coding,ENSG00000152332,No enriched GO,No_kegg,AD_cluster1,core,non DEG
ZNF776,protein_coding,ENSG00000152443,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GPD1L,protein_coding,ENSG00000152642,Mitochondrial energy production,No_kegg,AD_cluster1,non core,non DEG
PELO,protein_coding,ENSG00000152684,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MED21,protein_coding,ENSG00000152944,No enriched GO,No_kegg,AD_cluster1,core,non DEG
SRP19,protein_coding,ENSG00000153037,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SCOC,protein_coding,ENSG00000153130,intracellular trafficking,No_kegg,AD_cluster1,core,non DEG
MERTK,protein_coding,ENSG00000153208,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TBRG1,protein_coding,ENSG00000154144,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TOMM70,protein_coding,ENSG00000154174,Others,No_kegg,AD_cluster1,core,non DEG
UCHL1,protein_coding,ENSG00000154277,intracellular trafficking,No_kegg,AD_cluster1,non core,non DEG
CCSAP,protein_coding,ENSG00000154429,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ELOC,protein_coding,ENSG00000154582,No enriched GO,No_kegg,AD_cluster1,core,non DEG
AZIN1,protein_coding,ENSG00000155096,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ATP6V1C1,protein_coding,ENSG00000155097,"intracellular trafficking,Mitochondrial energy production,Synapse signaling",No_kegg,AD_cluster1,non core,non DEG
HSPA13,protein_coding,ENSG00000155304,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
LSM11,protein_coding,ENSG00000155858,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
VBP1,protein_coding,ENSG00000155959,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
RAB39B,protein_coding,ENSG00000155961,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
CCT8,protein_coding,ENSG00000156261,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ATP5MJ,protein_coding,ENSG00000156411,Mitochondrial energy production,No_kegg,AD_cluster1,non core,Down-regulated
UQCRB,protein_coding,ENSG00000156467,Mitochondrial energy production,kegg,AD_cluster1,non core,Down-regulated
KCNS2,protein_coding,ENSG00000156486,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
BAG4,protein_coding,ENSG00000156735,No enriched GO,No_kegg,AD_cluster1,core,non DEG
EIF4A2,protein_coding,ENSG00000156976,No enriched GO,No_kegg,AD_cluster1,core,non DEG
HTR5A,protein_coding,ENSG00000157219,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MRPL17,protein_coding,ENSG00000158042,gene expression,No_kegg,AD_cluster1,non core,non DEG
TPRG1L,protein_coding,ENSG00000158109,Synapse signaling,No_kegg,AD_cluster1,non core,non DEG
GPRASP2,protein_coding,ENSG00000158301,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
RHBDL2,protein_coding,ENSG00000158315,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
PSMB4,protein_coding,ENSG00000159377,No enriched GO,kegg,AD_cluster1,non core,non DEG
VMA21,protein_coding,ENSG00000160131,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
AP2M1,protein_coding,ENSG00000161203,Synapse signaling,No_kegg,AD_cluster1,non core,non DEG
ZYG11B,protein_coding,ENSG00000162378,No enriched GO,No_kegg,AD_cluster1,core,non DEG
B3GALT2,protein_coding,ENSG00000162630,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SNED1,protein_coding,ENSG00000162804,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MRPS18C,protein_coding,ENSG00000163319,gene expression,No_kegg,AD_cluster1,non core,non DEG
TMEM183A,protein_coding,ENSG00000163444,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
AZI2,protein_coding,ENSG00000163512,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
EIF5A2,protein_coding,ENSG00000163577,No enriched GO,No_kegg,AD_cluster1,core,non DEG
SLC4A1AP,protein_coding,ENSG00000163798,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MEAF6,protein_coding,ENSG00000163875,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
TMEM41A,protein_coding,ENSG00000163900,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GNL3,protein_coding,ENSG00000163938,No enriched GO,No_kegg,AD_cluster1,core,non DEG
PIGX,protein_coding,ENSG00000163964,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
H2AZ1,protein_coding,ENSG00000164032,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
WDR82,protein_coding,ENSG00000164091,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MAD2L1,protein_coding,ENSG00000164109,No enriched GO,No_kegg,AD_cluster1,core,non DEG
SMIM43,protein_coding,ENSG00000164112,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
ABCE1,protein_coding,ENSG00000164163,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
MOCS2,protein_coding,ENSG00000164172,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
GRPEL2,protein_coding,ENSG00000164284,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
UBLCP1,protein_coding,ENSG00000164332,No enriched GO,No_kegg,AD_cluster1,non core,Down-regulated
NSA2,protein_coding,ENSG00000164346,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
SFXN1,protein_coding,ENSG00000164466,No enriched GO,No_kegg,AD_cluster1,non core,non DEG
